"ID","lift","sq_mtrs","floor_build","available","log_cfees","stairs","hc","log_age","sell_price","logp_mq","baths_n","rooms_n","energy_class_1","energy_class_3","energy_class_4","energy_class_5","energy_class_6","energy_class_7","energy_class_8","cond_1","cond_2","cond_3","cond_4","cp_box","cp_shared","nord","est","sud","ovest","centro","feat_security_door","feat_centralized_tv_system","feat_optic_fiber","feat_balcony","feat_cellar","feat_video_entryphone","feat_electric_gate","feat_shared_garden","feat_full_day_concierge","feat_double_exposure"
2237,1,250,12,1,6.685861,3,1,4.26268,NA,NA,4,5,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1
2238,1,32,19,1,5.525453,2,1,4.615121,NA,NA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0
2239,1,100,18,0,5.442418,2,1,4.158883,NA,NA,2,3,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1
2240,1,110,21,1,4.615121,3,1,4.394449,NA,NA,2,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
2241,1,67,12,1,5.01728,3,1,1.94591,NA,NA,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0
2242,1,80,19,1,5.303305,2,1,5.442418,NA,NA,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1
2243,1,120,24,1,5.26269,2,1,3.931826,NA,NA,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0
2244,1,50,21,1,5.01728,11,1,4.26268,NA,NA,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1
2245,1,35,20,1,4.94876,2,1,4.26268,NA,NA,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2246,1,51,19,1,4.615121,2,0,4.394449,NA,NA,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0
2247,1,64,21,0,5.303305,5,1,4.110874,NA,NA,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0
2248,1,340,21,1,5.351858,2,0,4.26268,NA,NA,3,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1
2249,1,130,20,0,4.615121,6,0,2.484907,NA,NA,2,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2250,1,49,20,1,4.26268,2,0,4.615121,NA,NA,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1
2251,1,110,20,1,5.70711,6,1,4.143135,NA,NA,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
2252,1,55,19,1,4.394449,2,1,4.615121,NA,NA,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1
2253,1,93,23,0,5.252273,6,0,4.51086,NA,NA,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0
2254,1,65,20,0,5.01728,2,1,4.26268,NA,NA,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0
2255,1,104,20,1,5.733341,5,1,4.26268,NA,NA,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
2256,0,68,18,1,3.713572,11,0,4.26268,NA,NA,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
2257,1,103,22,1,4.615121,2,0,3.258097,NA,NA,2,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1
2258,1,34,19,1,4.70953,2,1,3.931826,NA,NA,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0
2259,0,38,1,1,5.252273,2,0,1.94591,NA,NA,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0
2260,1,75,21,1,5.303305,3,1,4.26268,NA,NA,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1
2261,1,105,23,0,5.442418,8,1,4.189655,NA,NA,1,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1
2262,1,90,21,1,5.525453,4,0,4.317488,NA,NA,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2263,1,70,21,1,5.01728,2,1,4.51086,NA,NA,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1
2264,1,90,21,0,5.648974,3,1,4.110874,NA,NA,1,3,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
2265,1,90,21,1,5.252273,4,1,4.26268,NA,NA,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2266,1,75,20,1,5.398163,2,1,4.26268,NA,NA,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1
2267,1,55,21,1,4.615121,2,1,4.875197,NA,NA,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1
2268,0,90,1,1,4.836282,11,0,4.26268,NA,NA,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2269,1,126,20,1,5.638355,6,1,2.484907,NA,NA,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
2270,0,75,1,1,2.397895,11,0,3.178054,NA,NA,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0
2271,0,93,20,0,5.278115,2,1,4.553877,NA,NA,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2272,0,25,21,1,4.615121,11,1,4.110874,NA,NA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2273,1,75,23,1,5.252273,7,1,4.110874,NA,NA,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1
2274,1,160,24,1,5.802118,9,1,4.110874,NA,NA,2,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
2275,1,70,20,1,3.931826,2,1,4.875197,NA,NA,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0
2276,1,210,18,1,5.252273,11,0,4.875197,NA,NA,2,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1
2277,1,110,22,1,4.795791,6,0,1.791759,NA,NA,2,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
2278,1,80,20,1,5.252273,4,1,4.26268,NA,NA,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
2279,1,130,22,1,5.252273,5,1,4.26268,NA,NA,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
2280,1,90,18,1,5.252273,3,1,4.26268,NA,NA,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2281,1,40,23,1,5.01728,2,1,4.110874,NA,NA,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2282,1,200,18,1,4.615121,4,0,2.079442,NA,NA,3,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1
2283,0,88,19,1,5.252273,2,0,4.26268,NA,NA,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1
2284,1,140,19,1,6.216606,3,1,4.110874,NA,NA,2,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1
2285,1,71,21,1,5.638355,2,1,4.26268,NA,NA,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2286,1,125,20,1,3.931826,5,0,1.94591,NA,NA,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1
2287,1,240,23,1,5.252273,9,1,4.26268,NA,NA,2,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
2288,1,117,18,1,5.746203,3,1,3.713572,NA,NA,2,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
2289,0,64,12,1,5.252273,11,0,1.94591,NA,NA,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0
2290,0,127,1,1,5.252273,11,0,2.079442,NA,NA,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0
2291,1,35,21,1,5.01728,7,1,4.51086,NA,NA,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0
2292,1,80,20,1,5.771441,2,1,3.433987,NA,NA,1,3,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0
2293,1,290,22,1,6.042633,7,0,2.484907,NA,NA,3,4,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1
2294,1,110,19,1,5.620401,2,1,4.26268,NA,NA,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1
2295,1,145,22,1,5.252273,8,0,1.94591,NA,NA,2,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0
2296,1,105,20,1,5.342334,11,1,4.189655,NA,NA,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2297,1,60,20,1,5.123964,4,1,4.26268,NA,NA,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
2298,1,123,21,0,5.525453,2,1,4.110874,NA,NA,2,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1
2299,0,120,21,1,5.70711,2,1,3.931826,NA,NA,3,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1
2300,1,53,23,1,5.01728,8,1,3.828641,NA,NA,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0
2301,1,75,4,1,5.068904,7,1,2.302585,NA,NA,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0
2302,1,84,21,1,5.351858,4,1,4.615121,NA,NA,1,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0
2303,1,50,23,1,4.875197,6,1,4.26268,NA,NA,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0
2304,0,102,19,0,5.811141,3,1,4.394449,NA,NA,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
2305,1,72,24,1,5.252273,2,1,4.26268,NA,NA,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0
2306,1,75,22,1,4.836282,6,1,4.26268,NA,NA,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2307,1,126,6,1,5.525453,10,1,2.772589,NA,NA,2,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2308,0,38,1,1,4.615121,11,0,2.079442,NA,NA,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
2309,1,82,19,1,5.252273,11,1,1.386294,NA,NA,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0
2310,0,38,19,1,4.442651,2,0,4.26268,NA,NA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1
2311,1,60,22,1,5.01728,2,0,2.079442,NA,NA,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
2312,1,132,24,1,6.144186,4,1,4.158883,NA,NA,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1
2313,1,150,21,1,5.303305,5,1,4.875197,NA,NA,2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0
2314,1,100,22,0,4.836282,3,1,4.394449,NA,NA,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1
2315,1,232,21,1,6.621406,6,1,4.26268,NA,NA,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
2316,1,40,20,1,4.875197,4,0,4.875197,NA,NA,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
2317,1,110,20,1,5.252273,2,0,1.791759,NA,NA,2,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0
2318,1,90,21,1,5.398163,2,1,4.26268,NA,NA,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
2319,1,200,21,1,6.216606,2,1,4.143135,NA,NA,3,6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0
2320,1,187,20,1,5.70711,2,1,4.51086,NA,NA,2,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1
2321,1,55,19,0,4.615121,11,0,4.615121,NA,NA,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1
2322,1,171,11,1,5.252273,2,1,1.386294,NA,NA,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0
2323,1,46,21,1,4.219508,2,1,4.26268,NA,NA,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
2324,0,50,19,1,4.077537,2,0,4.615121,NA,NA,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
2325,1,67,21,0,5.081404,6,1,4.26268,NA,NA,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0
2326,1,139,22,1,5.993961,5,1,4.189655,NA,NA,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0
2327,1,105,20,1,5.888878,3,1,4.077537,NA,NA,2,6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
2328,0,70,19,1,5.303305,5,1,4.26268,NA,NA,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1
2329,1,70,21,1,5.252273,2,0,2.079442,NA,NA,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
2330,0,58,18,1,4.189655,4,0,4.26268,NA,NA,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0
2331,1,69,19,1,5.252273,3,0,4.26268,NA,NA,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2332,1,85,1,1,5.01728,2,0,4.26268,NA,NA,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2333,1,170,20,1,5.929589,2,1,4.110874,NA,NA,3,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1
2334,1,75,21,1,5.303305,5,1,4.290459,NA,NA,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1
2335,1,34,22,0,4.836282,2,1,4.26268,NA,NA,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0
2336,1,83,21,1,4.615121,5,0,3.044522,NA,NA,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
2337,1,50,19,1,4.615121,3,0,4.70953,NA,NA,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1
2338,1,50,4,1,4.615121,4,0,4.26268,NA,NA,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1
2339,1,102,19,0,5.525453,4,1,4.26268,NA,NA,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2340,1,107,20,1,5.252273,4,1,2.197225,NA,NA,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
2341,0,55,1,1,5.141664,2,1,4.26268,NA,NA,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2342,0,750,12,1,5.252273,2,0,4.110874,NA,NA,4,6,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1
2343,0,110,12,1,5.252273,11,1,6.447306,NA,NA,1,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1
2344,1,60,23,1,5.252273,2,1,4.26268,NA,NA,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0
2345,1,90,21,1,5.351858,6,0,3.367296,NA,NA,1,3,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1
2346,1,66,20,0,4.615121,4,0,4.875197,NA,NA,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0
2347,1,60,21,1,5.303305,6,1,4.875197,NA,NA,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1
2348,1,100,20,1,5.252273,4,1,4.26268,NA,NA,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2349,1,50,20,1,3.931826,2,0,4.75359,NA,NA,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1
2350,0,44,19,1,5.252273,5,0,4.615121,NA,NA,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2351,1,40,24,1,4.615121,2,1,4.110874,NA,NA,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0
2352,1,86,19,0,6.100319,3,1,4.110874,NA,NA,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1
2353,0,110,20,1,4.795791,11,0,4.26268,NA,NA,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0
2354,1,115,12,1,6.398595,2,1,3.828641,NA,NA,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
2355,1,73,19,0,4.430817,11,0,4.875197,NA,NA,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
2356,1,81,22,1,4.615121,6,1,4.189655,NA,NA,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1
2357,1,41,19,1,4.234107,3,0,2.944439,NA,NA,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1
2358,1,55,19,1,4.442651,2,0,4.51086,NA,NA,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
2359,0,86,19,1,5.525453,11,1,4.26268,NA,NA,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0
2360,1,150,24,1,5.673323,8,1,4.043051,NA,NA,2,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1
2361,1,82,21,0,5.525453,6,1,4.94876,NA,NA,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0
2362,1,45,21,1,5.01728,11,1,4.26268,NA,NA,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
2363,1,86,22,1,5.303305,6,1,4.158883,NA,NA,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1
2364,1,102,20,1,4.875197,3,0,3.258097,NA,NA,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,1,60,19,1,4.276666,2,0,3.135494,NA,NA,1,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1
2366,0,45,18,1,4.615121,4,0,4.394449,NA,NA,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
2367,1,52,12,1,5.01728,2,1,1.94591,NA,NA,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0
2368,1,185,23,1,6.077642,8,1,4.189655,NA,NA,2,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
2369,1,145,18,1,5.70711,4,1,4.875197,NA,NA,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1
2370,0,50,18,1,5.01728,2,1,4.26268,NA,NA,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1
2371,1,165,6,1,5.929589,2,1,4.26268,NA,NA,3,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1
2372,0,70,19,1,5.198497,2,1,4.51086,NA,NA,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1
2373,1,164,19,0,5.252273,11,1,1.791759,NA,NA,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0
2374,1,206,21,1,6.746412,2,1,4.077537,NA,NA,3,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1
2375,1,62,20,1,5.141664,4,1,4.51086,NA,NA,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0
2376,1,111,18,0,5.252273,11,1,1.609438,NA,NA,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0
2377,1,55,19,1,4.615121,4,0,4.875197,NA,NA,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1
2378,1,105,23,1,5.123964,2,1,4.26268,NA,NA,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1
2379,0,55,20,1,5.01728,3,1,4.70953,NA,NA,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0
2380,0,50,12,1,5.525453,2,0,4.875197,NA,NA,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2381,1,120,23,1,5.587249,8,1,4.110874,NA,NA,2,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2382,0,50,18,0,4.615121,4,0,4.615121,NA,NA,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
2383,1,90,19,1,5.252273,4,1,4.26268,NA,NA,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2384,1,50,18,1,4.615121,3,1,2.995732,NA,NA,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1
2385,0,48,18,1,5.123964,4,1,4.70953,NA,NA,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
2386,0,60,19,1,4.394449,2,1,4.394449,NA,NA,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
2387,1,107,22,0,5.525453,2,1,4.094345,NA,NA,1,4,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
